"country_name","iso_country_code","population","surface_area_km2","gini_index","happy_planet_index","human_development_index","world_happiness_report_score","sustainable_economic_development_assessment_seda","gdp_billions_ppp","gdp_per_capita_ppp","gdp_growth_annual_pct","health_expenditure_pct_of_gdp","health_expenditure_per_person","education_expenditure_pct_of_gdp","education_expenditure_per_person","school_life_expectancy_years","unemployment_pct","government_spending_score","government_expenditure_pct_of_gdp","political_rights_score","civil_liberties_score","political_stability_absence_of_violence","government_effectiveness","regulatory_quality","rule_of_law","control_of_corruption","judicial_effectiveness_score","government_integrity_score","property_rights_score","tax_burden_score","overall_economic_freedom_score","financial_freedom_score","women_mps_pct_of_all_mps"
"Madagascar","MDG",2.6e+07,581540,"41","-","0.51900000000000002","4.0786204340000003","31.1","37.5","1505","3","5.2377896499999999","77","-","-","11","2.1","92.9","15.4",3,4,"-0.33","-1.1399999999999999","-0.69","-0.86","-1.05","21.4","17.8","33.200000000000003","90.3","56.8","50","19.2"
"Malawi","MWI",1.9e+07,94080,"46.1","22.1","0.47699999999999998","3.416862965","32.5","21.1","1135","3","9.3309718400000001","108","4.8398399349999996","17.168141378569544","11","6.7","70.7","31.3",3,3,"-0.27","-0.67","-0.75","-0.37","-0.65","47.1","28.9","33.1","76.900000000000006","52","50","16.7"
"Malaysia","MYS",3.2e+07,328657,"46.2","30.3","0.80200000000000005","-","59.8","863.3","27267","5","3.99868581","1064","5.2126398089999997","582.96759562830664","13","3.3","81.3","24.9",4,4,"0.16","0.84","0.68","0.41","0.03","65.2","54.8","83.8","85.6","74.5","50","10.4"
"Maldives","MDV",4e+05,298,"38.4","-","0.71699999999999997","-","-","5.5","15553","1.9","11.49687913","1514","3.4704599379999999","314.30752936552676","-","3.2","45.5","42.6",5,5,"0.26","-0.45","-0.42","-0.62","-0.79","38.799999999999997","36.6","45","94.3","51.1","30","5.9"
"Mali","MLI",1.9e+07,1220190,"40.1","-","0.42699999999999999","4.7418503760000004","29.7","38.1","2266","6.1","5.7966338500000001","118","3.637409925","30.85352758686086","8","8.1","85.3","22.2",5,4,"-1.91","-0.94","-0.56999999999999995","-0.78","-0.63","32.4","31.4","31.9","68.099999999999994","57.6","40","8.8000000000000007"
"Malta","MLT",4e+05,316,"28.1","29","0.878","6.6756658550000001","68.8","17.3","39834","6.3","9.6168415300000003","3471","7.2496399880000002","1874.152232494997","15","5.3","51","40.4",1,1,"1.27","1","1.28","1.1399999999999999","0.74","62.8","49.9","68.099999999999994","64.7","68.5","60","11.9"
"Marshall Islands","MHL",53000,181,"-","-","0.70799999999999996","-","-","-","-","-","22.116082120000002","863","-","-","-","-","-","-",1,1,"0.2","-1.55","-1.03","0.14000000000000001","0","-","-","-","-","-","-","9.1"
"Mauritania","MRT",3800000,1030700,"37","18","0.52","4.6781597140000004","28.9","16.399999999999999","4328","1.9","4.6398186600000004","177","-","-","9","11.7","72.8","30.1",6,5,"-0.62","-0.72","-0.78","-0.6","-0.75","17.600000000000001","28.9","23.9","75.900000000000006","54","40","25.2"
"Mauritius","MUS",1300000,2030,"35.9","27.4","0.79","6.1741175650000004","60.2","25.9","20422","3.4","5.5371710399999996","1099","4.916950226","499.26408819779681","15","7.8","80.7","25.4",1,2,"0.99","0.9","1","0.68","0.2","69.599999999999994","52.1","68.7","91","75.099999999999994","70","11.6"
"Mexico","MEX",1.29e+08,1943945,"48.2","40.700000000000003","0.77400000000000002","6.4102993010000002","49.1","2315.6999999999998","18938","2.5","5.8644903700000004","1009","5.3258600229999997","563.52978512842924","13","4","78.099999999999994","27",3,3,"-0.65","-0.03","0.2","-0.56999999999999995","-0.93","39","26.9","58.6","75.7","64.8","60","42.6"
"Micronesia","FSM",1e+05,702,"61.1","-","0.627","-","-","0.3","3234","-0.2","13.09149841","458","-","-","-","-","7.4","55.6",1,1,"1.2","0.09","-0.99","0.01","0.75","25.4","38.799999999999997","5.2","93.2","52.3","30","0"
"Moldova","MDA",3600000,32891,"26.8","-","0.7","5.3255305289999999","48.7","18.899999999999999","5328","-1.1000000000000001","10.176828459999999","515","7.4645099640000003","167.56061472713216","12","5","56.7","38",3,3,"-0.24","-0.51","-0.04","-0.41","-0.8","26.3","26.6","53.5","85.3","58.4","50","22.8"
"Monaco","MCO",39000,2,"-","-","-","-","-","-","-","-","2.0306350399999999","3407","1.021950006","-","-","-","-","-",3,1,"1.65","-","-","-","-","-","-","-","-","-","-","20.8"
"Mongolia","MNG",3e+06,1553556,"34","14.3","0.74099999999999999","5.3338503839999998","50.6","37","12275","2.2999999999999998","3.8699188100000002","470","4.7148499490000004","197.15537869154531","15","6.7","57.1","37.799999999999997",1,2,"0.82","-0.26","-0.12","-0.3","-0.45","30.9","34.799999999999997","51","88.4","55.7","60","17.100000000000001"
"Montenegro","MNE",6e+05,13452,"31.9","25.1","0.81399999999999995","5.6147985460000003","-","10.4","16643","4.0999999999999996","5.9702961700000001","957","-","-","15","17.5","35.700000000000003","46.3",3,3,"0.01","0.15","0.3","0.01","-0.09","51.3","38.1","54.2","85.2","64.3","50","23.5"
"Morocco","MAR",3.6e+07,446300,"40.9","32.700000000000003","0.66700000000000004","5.3124828339999999","45.8","281.8","8330","4.5","5.5278636199999998","435","-","-","12","10","70.5","31.4",5,5,"-0.41","-0.16","-0.23","-0.17","-0.13","44.3","41.3","53.8","70.5","61.9","70","20.5"
"Mozambique","MOZ",3e+07,786380,"45.6","23.7","0.437","4.2798633580000001","26.7","34.9","1215","6.3","5.3531205899999996","64","-","-","10","24.4","60.7","36.200000000000003",4,4,"-0.98","-0.89","-0.73","-1.01","-0.86","36.299999999999997","28.2","35.4","70.599999999999994","46.3","50","39.6"
"Myanmar","MMR",5.3e+07,676575,"-","24.7","0.57799999999999996","4.1543416979999996","37","304.7","5832","7","4.9492534600000004","267","-","-","-","0.8","84.7","22.6",5,5,"-1.08","-1.05","-0.83","-0.95","-0.56000000000000005","17.600000000000001","28.2","32.5","86.3","53.9","20","10.199999999999999"
"Namibia","NAM",2300000,823290,"59.7","21.6","0.64700000000000002","4.4413061139999996","39.1","26","11290","4.5","8.9299479500000007","942","-","-","-","25.6","50.4","40.700000000000003",2,2,"0.65","0.2","-0.19","0.24","0.32","54.2","45.4","56.6","63","58.5","40","41.3"
"Nauru","NRU",14000,21,"-","-","-","-","-","-","-","-","4.8431536299999998","1064","-","-","9","-","-","-",2,2,"0.56999999999999995","-0.43","-1.1000000000000001","-0.73","-0.47","-","-","-","-","-","-","10.5"
"Nepal","NPL",2.9e+07,143351,"32.799999999999997","30.5","0.57399999999999995","4.7366924289999996","41.7","71.5","2479","3.4","6.1469872099999998","151","3.9930200579999999","28.2002528558377","12","3.2","87.6","20.3",3,4,"-0.66","-0.88","-0.72","-0.68","-0.75","36.200000000000003","24.6","37.5","84.2","54.1","30","29.6"
"Netherlands","NLD",1.7e+07,33893,"30.3","35.299999999999997","0.93100000000000005","7.4589653020000002","80.3","869.4","51049","1.9","10.6902779","5313","5.5293102259999998","2883.9445558801453","18","6.2","39.1","45",1,1,"0.92","1.85","2.0499999999999998","1.83","1.87","74.099999999999994","86","87.9","52.5","76.2","80","36"
"New Zealand","NZL",4700000,264537,"36.200000000000003","31.3","0.91700000000000004","7.3271827700000003","78.599999999999994","177","37294","3.4","9.3403511399999992","3530","6.3552598949999997","2831.9428170382171","19","5.2","49.5","41",1,1,"1.59","1.77","2.09","1.92","2.2400000000000002","88.4","95.7","95.1","70.5","84.2","80","34.200000000000003"
"Nicaragua","NIC",6e+06,119990,"47.1","38.700000000000003","0.65800000000000003","6.4763565060000001","43.5","33.6","5452","4.5","7.8070753899999996","406","-","-","-","5.9","80","25.8",5,4,"-0.05","-0.64","-0.67","-0.64","-0.87","19","24.2","29.8","77.2","58.9","50","45.7"
"Niger","NER",2.1e+07,1266700,"34","16.8","0.35399999999999998","4.6156735419999997","-","20.100000000000001","1107","4","7.1651978999999999","68","6.7277097699999997","28.915091012452322","5","2.6","72.900000000000006","30.1",4,4,"-1.3","-0.67","-0.68","-0.68","-0.65","32.6","30.4","37.4","73.3","49.5","40","17"
"Nigeria","NGA",1.91e+08,910768,"48.8","22.2","0.53200000000000003","5.321928024","26.5","1091.2","5942","2.7","3.5646676300000002","215","-","-","9","5","96.3","11",3,5,"-1.94","-0.96","-0.89","-0.87","-1.07","39.6","14.4","38","84.4","58.5","40","5.6"
"Norway","NOR",5e+06,304282,"26.8","36.799999999999997","0.95299999999999996","7.5787448880000001","85.3","364.4","69250","1.6","9.98","6222","7.68073988","7465.6799049358087","18","4.8","29.2","48.6",1,1,"1.1499999999999999","1.98","1.81","2.02","2.2400000000000002","86","93.6","86.4","56.4","74.3","60","39.6"
"Oman","OMN",4e+06,309500,"-","21.1","0.82099999999999995","-","62.1","184.8","46698","4.0999999999999996","2.69","1636","-","-","14","17.5","25","50",6,5,"0.74","0.21","0.42","0.43","0.25","57.4","51.5","59.5","98.5","61","60","1.2"
"Pakistan","PAK",1.97e+08,770875,"30.7","31.5","0.56200000000000006","5.8308706279999996","27.9","988.2","5106","4.2","2.6894980999999998","134","2.4659299849999998","32.475843318390673","8","5.9","88.2","19.8",4,5,"-2.4","-0.57999999999999996","-0.59","-0.72","-0.78","34","27.3","36","78.5","54.4","40","20.6"
"Palau","PLW",22000,459,"-","-","0.79800000000000004","-","-","-","-","-","10.64553884","1611","-","-","17","-","-","-",1,1,"0.94","-0.23","-0.6","0.28000000000000003","-0.47","-","-","-","-","-","-","12.5"
"Panama","PAN",4e+06,74340,"50.7","39.5","0.78900000000000003","6.5676589009999997","54.5","92.9","23024","5.8","7.0091616700000001","1543","-","-","13","5.8","84.1","23.1",2,2,"0.39","0.01","0.39","0.04","-0.54","29.4","38.799999999999997","60.9","85","67","70","18.3"
"Papua New Guinea","PNG",8e+06,452860,"50.9","-","0.54400000000000004","-","-","28","3541","9","3.7682562700000002","99","-","-","-","2.5","82","24.5",3,3,"-0.57999999999999996","-0.66","-0.65","-0.82","-0.9","55.1","33.1","38","71.099999999999994","55.7","30","0"
"Paraguay","PRY",7e+06,397302,"51.7","23.3","0.70199999999999996","-","46.2","64.400000000000006","9396","3","7.81978726","724","-","-","12","5.4","82.2","24.4",3,3,"0.12","-0.81","-0.23","-0.65","-0.72","28.2","28.3","38.299999999999997","96.1","62.1","60","13.8"
"Peru","PER",3.2e+07,1279996,"45.3","34.6","0.75","5.7109365460000001","49.3","406.2","12903","3.3","5.2648040399999996","671","3.6912100319999999","239.63572186744514","13","4.9000000000000004","85.6","21.9",2,3,"-0.26","-0.13","0.42","-0.5","-0.5","33.5","36.6","56.9","80.599999999999994","68.7","60","27.7"
"Philippines","PHL",1.05e+08,298170,"44.4","35","0.69899999999999995","5.5942702290000001","44.5","805.2","7728","5.8","4.4135159399999999","323","-","-","13","5.9","89.3","18.899999999999999",3,3,"-1.24","-0.06","0.02","-0.41","-0.48","38.200000000000003","34.4","45","78.900000000000006","65","60","29.5"
"Poland","POL",3.8e+07,304255,"30.8","27.5","0.86499999999999999","6.201268196","67.7","1054.0999999999999","27764","3.6","6.3472339499999997","1704","4.9124097820000001","704.55809632229636","16","6.2","47.8","41.7",1,2,"0.52","0.63","0.88","0.47","0.73","56.6","50.9","61.8","75.900000000000006","68.5","70","28"
